 Datum,01.09.11,02.09.11,03.09.11,04.09.11,05.09.11,06.09.11,07.09.11,08.09.11,09.09.11,10.09.11,11.09.11,12.09.11,13.09.11,14.09.11,15.09.11,16.09.11,17.09.11,18.09.11,19.09.11,20.09.11,21.09.11,22.09.11,23.09.11,24.09.11,25.09.11,26.09.11,27.09.11,28.09.11,29.09.11,30.09.11,31.09.11
Kapuziner groﬂ  to go,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapuziner klein  here,0,1,1,0,2,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,2,3,0,2,0,0,0,1,0
Kapuziner klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0
Kuchen here,1,1,10,16,5,0,0,0,1,18,9,6,2,2,0,0,18,21,1,0,3,1,1,8,11,7,6,3,2,1,0
Kuchen to go,0,1,0,2,1,0,0,0,0,1,2,2,1,0,0,1,1,1,0,1,0,2,0,3,1,2,0,0,0,0,0
Latte Macchiato mit Sirup here,7,7,7,3,7,15,18,11,12,7,8,14,8,14,18,15,14,13,17,7,5,11,10,15,8,2,18,3,9,12,0
Latte Macchiato mit Sirup to go,2,4,3,6,8,6,0,6,4,4,5,10,8,13,22,17,2,6,5,7,9,11,8,7,5,10,7,7,11,11,0
Latte Macchiato ohne Sirup here,19,22,17,12,32,43,27,40,27,29,24,21,25,30,32,37,29,32,38,26,18,34,28,37,12,20,24,14,28,26,0
Latte Macchiato ohne Sirup to go,12,16,6,5,12,9,11,11,16,7,3,20,16,19,14,17,23,11,16,15,20,19,15,22,23,15,27,15,19,12,0
Milk groﬂ  here,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Milk klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mocca groﬂ black here,1,2,0,1,0,2,2,4,0,2,4,2,5,4,0,0,4,6,3,1,3,2,2,2,0,2,0,3,0,2,0
Mocca groﬂ black to go,0,3,0,0,1,1,1,0,0,3,1,1,0,2,0,0,1,0,2,5,4,2,2,2,3,4,2,1,5,1,0
Mocca groﬂ white here,0,1,3,1,2,1,5,0,2,2,4,2,3,3,3,1,11,2,2,2,1,3,3,3,0,1,2,2,0,2,0
Mocca groﬂ white to go,0,0,4,0,2,1,0,0,1,1,0,1,1,4,2,2,3,1,4,2,1,5,0,5,2,2,3,2,3,2,0
Mocca klein black bring in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mocca klein black here,2,0,1,0,0,2,4,2,3,0,1,3,2,1,2,2,1,1,5,3,1,2,0,0,0,0,1,3,0,4,0
Mocca klein black to go,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,2,1,1,0,0,0,0,1,0
Mocca klein white here,1,1,2,0,2,0,1,0,2,0,1,1,5,0,0,3,3,2,2,0,2,2,2,2,1,2,2,0,0,3,0
Mocca klein white to go,1,0,0,0,3,1,1,2,1,0,0,0,1,0,3,2,8,0,1,0,0,0,1,1,1,1,1,2,0,0,0
MoccaSin here,0,2,2,0,0,0,1,2,1,0,1,0,0,1,1,0,2,4,3,0,0,0,1,1,2,0,0,2,1,1,0
MoccaSin to go,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
Muffin bring in,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muffin here,17,16,21,13,20,32,29,40,27,23,32,22,10,27,21,33,35,27,32,21,12,17,29,28,14,10,23,20,12,25,0
Muffin to go,9,6,5,7,7,11,9,10,6,3,4,18,7,6,11,11,4,7,10,6,12,4,14,13,12,12,9,6,7,14,0
M¸sli here,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
M¸sli to go,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Nebenprodukte Just-T here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Just-T to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
Preis here,1,0,2,1,1,1,1,4,9,15,3,0,7,1,0,10,7,4,2,2,4,3,3,2,4,7,1,4,5,4,0
Preis to go,0,0,0,2,0,1,0,2,1,9,0,1,1,0,0,1,1,0,0,0,2,1,0,1,2,2,0,1,0,1,0
Shake here,10,9,15,20,7,7,2,2,10,20,1,5,2,6,6,8,8,8,9,2,5,2,5,11,3,6,10,7,2,13,0
Shake to go,5,6,9,6,5,6,0,1,2,7,1,9,4,3,4,1,6,0,2,5,2,1,9,15,5,4,4,8,1,6,0
Smoothie BIO here,0,0,0,0,0,0,0,0,0,0,5,8,5,6,12,10,22,2,4,4,10,5,8,11,0,4,4,8,7,5,0
Smoothie BIO to go,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,3,2,0,1,3,4,2,1,10,4,2,0,8,3,2,0
Smoothie plain here,13,22,20,9,14,8,8,9,17,32,20,14,16,10,10,8,11,2,2,10,5,4,8,19,11,9,9,7,10,11,0
Smoothie plain to go,14,7,24,12,7,12,2,4,3,22,4,11,6,5,5,9,10,0,2,4,9,5,3,16,19,16,8,6,7,14,0
Softdrink Bionade here,1,2,4,3,3,0,3,8,5,5,3,5,2,2,0,6,2,4,1,5,1,1,2,9,1,3,1,4,0,1,0
Softdrink Bionade to go,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
Softdrink Bottle AFG here,3,4,11,4,3,2,2,4,5,7,7,4,4,2,6,3,6,0,2,4,3,4,2,5,3,4,4,3,5,7,0
Softdrink Bottle AFG to go,1,0,0,0,1,0,1,0,2,2,2,3,1,0,1,2,0,0,0,0,0,2,0,2,3,3,0,2,1,1,0
Softdrink Wasser bring in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Softdrink Wasser here,7,5,11,4,4,5,7,7,6,4,0,5,1,2,1,2,6,1,1,2,4,2,6,6,2,2,2,1,3,3,0
Softdrink Wasser to go,2,2,3,0,2,0,1,0,0,2,1,2,0,0,1,0,0,0,1,0,0,0,1,5,1,1,1,0,1,2,0
Special Latte Chocolate Latte here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte Chocolate Latte to go,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte Latte Caramel here,2,4,0,5,5,15,16,12,6,5,6,8,7,5,3,2,6,7,7,13,5,8,5,7,2,2,3,10,2,5,0
Special Latte Latte Caramel to go,2,2,0,0,4,3,5,5,0,1,1,1,1,2,1,1,3,1,4,1,2,4,3,2,6,6,3,0,1,0,0
Tea here,7,2,0,2,0,2,5,7,1,2,1,0,4,7,6,3,5,9,8,2,4,5,2,3,4,1,1,2,6,1,0
Tea to go,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,1,1,1,0,0,0,0,0
