 Datum,01.02.11,02.02.11,03.02.11,04.02.11,05.02.11,06.02.11,07.02.11,08.02.11,09.02.11,10.02.11,11.02.11,12.02.11,13.02.11,14.02.11,15.02.11,16.02.11,17.02.11,18.02.11,19.02.11,20.02.11,21.02.11,22.02.11,23.02.11,24.02.11,25.02.11,26.02.11,27.02.11,28.02.11,29.02.11,30.02.11,31.02.11
Kapuziner klein  here,0,0,0,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,2,1,0,0,0,0
Kapuziner klein  to go,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuchen here,0,0,0,0,28,9,0,0,0,0,0,14,16,1,0,0,0,0,19,19,2,0,0,1,0,21,10,2,0,0,0
Kuchen to go,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0
Latte Macchiato mit Sirup here,11,15,9,14,19,16,12,7,15,11,23,21,8,17,5,17,18,26,19,18,11,9,19,16,10,27,11,13,0,0,0
Latte Macchiato mit Sirup to go,10,6,4,8,13,30,9,5,5,9,12,21,20,6,11,10,13,8,13,0,3,5,16,10,13,13,9,5,0,0,0
Latte Macchiato ohne Sirup here,31,28,31,28,65,31,26,31,46,34,44,63,23,34,37,31,29,29,44,15,35,24,27,27,41,52,29,47,0,0,0
Latte Macchiato ohne Sirup to go,7,9,9,12,27,32,16,7,13,8,14,30,18,11,11,26,16,13,18,6,10,14,13,11,12,13,3,18,0,0,0
Milk groﬂ  here,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
Milk groﬂ  to go,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk klein  here,0,0,2,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Milk klein  to go,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,2,0,4,5,4,1,1,1,2,2,1,6,5,2,2,3,4,3,4,2,3,0,3,1,2,5,2,0,0,0,0
Mocca groﬂ black to go,1,4,2,0,4,6,2,4,0,1,3,0,0,2,1,1,3,3,3,0,0,2,1,0,2,0,2,1,0,0,0
Mocca groﬂ white here,4,3,1,1,1,5,2,4,0,6,2,5,10,1,6,3,2,2,4,3,3,0,5,0,3,5,2,2,0,0,0
Mocca groﬂ white to go,2,3,1,1,2,11,6,0,3,1,1,6,6,1,1,1,0,0,4,1,1,3,5,2,1,2,2,1,0,0,0
Mocca klein black here,1,3,2,3,1,2,4,1,2,2,2,1,0,1,2,5,1,2,3,3,4,1,4,4,2,4,3,2,0,0,0
Mocca klein black to go,0,0,2,0,3,2,0,0,1,0,1,2,1,0,0,2,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0
Mocca klein white here,2,3,2,11,3,0,2,0,0,3,6,4,0,3,0,1,1,1,1,1,3,2,4,3,4,3,1,1,0,0,0
Mocca klein white to go,0,3,0,0,1,1,1,3,1,0,4,2,1,1,2,2,2,2,1,0,0,3,1,2,1,3,0,0,0,0,0
MoccaSin here,0,0,0,1,0,0,0,0,0,3,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
MoccaSin to go,0,0,0,1,0,1,1,2,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Muffin here,29,27,24,44,41,36,22,19,27,22,27,52,29,29,24,16,27,35,37,21,17,19,25,27,26,44,25,32,0,0,0
Muffin to go,6,3,4,3,10,32,10,11,1,16,9,20,18,7,6,10,4,7,13,4,8,15,15,50,10,5,8,6,0,0,0
M¸sli here,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
M¸sli to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Nebenprodukte MoccaSin Chocolate white to go,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,1,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preis here,2,0,3,0,3,1,3,1,2,3,2,1,0,4,1,0,0,1,1,1,5,0,1,0,1,0,0,2,0,0,0
Preis to go,2,0,2,3,1,1,0,0,2,0,4,2,0,1,4,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0
Smoothie plain here,5,1,0,3,4,2,1,4,2,2,7,6,5,1,3,4,1,5,6,0,2,2,1,1,0,4,9,2,0,0,0
Smoothie plain to go,0,0,0,0,6,2,0,4,0,1,1,9,4,1,2,2,2,0,3,0,0,0,0,1,0,1,1,3,0,0,0
Softdrink Bionade here,2,0,2,3,5,5,1,0,0,1,2,3,3,2,2,1,2,0,4,2,2,1,1,0,3,3,1,1,0,0,0
Softdrink Bionade to go,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Softdrink Bottle AFG here,3,5,5,3,12,9,3,2,9,2,3,9,1,4,2,1,2,6,9,4,6,5,7,3,3,13,6,4,0,0,0
Softdrink Bottle AFG to go,1,0,0,0,1,1,2,0,0,0,0,1,1,2,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Softdrink Wasser here,0,0,0,3,5,5,3,0,1,6,3,7,2,1,1,1,2,2,4,3,1,3,3,1,2,9,3,2,0,0,0
Softdrink Wasser to go,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Special Latte Chocolate Latte here,2,1,2,8,3,1,1,3,0,3,2,2,1,1,1,0,2,1,1,2,1,1,1,7,2,1,5,4,0,0,0
Special Latte Chocolate Latte to go,0,0,0,0,1,2,0,0,1,0,1,3,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0
Special Latte Latte Caramel here,13,15,15,12,13,11,9,17,7,11,12,13,4,10,9,17,13,8,14,15,7,9,5,9,6,14,9,12,0,0,0
Special Latte Latte Caramel to go,0,1,1,0,10,7,2,1,1,5,5,7,2,2,3,5,3,2,2,1,1,4,1,2,4,7,1,1,0,0,0
Special Latte Tiramisu Latte here,0,2,0,0,2,1,0,1,0,1,0,2,2,0,0,1,0,1,2,0,1,2,2,1,0,0,1,0,0,0,0
Special Latte Tiramisu Latte to go,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0
Special Latte White Banana Chocolate here,2,1,2,2,1,1,3,0,0,2,3,4,2,0,1,3,2,4,1,0,2,1,3,2,0,2,0,0,0,0,0
Special Latte White Banana Chocolate to go,0,0,0,0,2,2,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0
Tea here,3,11,6,2,6,3,6,4,8,6,11,4,2,4,5,2,6,4,14,5,7,4,3,6,0,17,3,1,0,0,0
Tea to go,0,1,3,1,0,5,3,1,2,0,0,2,2,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
