 Datum;01.03.11;02.03.11;03.03.11;04.03.11;05.03.11;06.03.11;07.03.11;08.03.11;09.03.11;10.03.11;11.03.11;12.03.11;13.03.11;14.03.11;15.03.11;16.03.11;17.03.11;18.03.11;19.03.11;20.03.11;21.03.11;22.03.11;23.03.11;24.03.11;25.03.11;26.03.11;27.03.11;28.03.11;29.03.11;30.03.11;31.03.11
Kapuziner groﬂ  here;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;1;0;1;0;1;1;0;1;0;0;0;1;0
Kapuziner groﬂ  to go;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Kapuziner klein  here;1;0;0;2;2;0;1;1;0;1;3;0;0;0;2;1;1;1;0;0;1;1;0;0;1;3;1;0;0;0;1
Kapuziner klein  to go;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Kuchen here;1;0;0;0;23;15;0;0;2;0;0;25;16;0;0;0;0;0;25;12;3;0;1;0;0;16;15;4;0;0;0
Kuchen to go;1;0;0;0;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;1;0;0;0;2;2;0;0;0
Latte Macchiato mit Sirup here;11;21;17;13;22;17;21;14;19;17;16;13;10;10;9;16;13;19;23;16;17;6;5;9;18;21;12;8;6;15;8
Latte Macchiato mit Sirup to go;11;7;10;18;19;18;10;9;10;10;6;22;7;5;11;12;5;10;15;19;13;5;22;8;11;14;10;7;5;10;3
Latte Macchiato ohne Sirup here;34;31;34;38;55;17;35;20;29;44;41;38;23;24;31;28;31;36;68;25;26;21;20;21;28;45;27;29;35;31;29
Latte Macchiato ohne Sirup to go;19;21;13;17;36;8;22;27;9;17;22;43;13;22;28;22;14;14;27;32;24;23;27;19;31;20;12;20;22;13;8
Milk groﬂ  here;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0
Milk groﬂ  to go;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Milk klein  here;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Milk klein  to go;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mocca groﬂ black here;1;2;3;5;2;1;4;2;4;4;0;3;5;1;5;1;3;1;4;2;4;2;0;2;7;4;6;0;1;1;2
Mocca groﬂ black to go;1;1;4;2;3;3;1;1;2;0;1;4;0;0;1;0;1;0;3;6;1;0;0;1;2;1;5;3;1;1;0
Mocca groﬂ white here;3;2;2;4;4;5;0;1;1;5;5;2;1;2;1;2;0;4;3;3;0;2;5;0;7;5;2;4;1;1;3
Mocca groﬂ white to go;0;1;0;5;8;3;5;6;2;1;3;9;0;2;1;2;1;1;3;6;3;3;4;4;4;0;3;0;1;1;1
Mocca klein black here;3;4;2;3;2;3;2;0;5;2;5;3;1;2;8;2;1;3;6;0;3;2;1;2;3;2;4;3;2;2;0
Mocca klein black to go;3;1;2;1;2;2;1;0;0;1;2;9;0;0;2;0;0;0;2;1;0;1;0;0;0;2;3;1;1;1;0
Mocca klein white here;2;2;3;3;2;2;1;2;1;2;1;1;0;1;1;4;6;4;3;2;2;1;4;2;2;7;4;3;3;4;1
Mocca klein white to go;3;0;1;1;3;0;3;1;0;1;0;0;0;0;0;1;1;0;3;2;1;2;3;1;0;1;5;1;1;0;0
MoccaSin here;0;1;0;0;2;0;0;0;0;0;1;3;0;1;0;1;1;0;2;2;0;0;0;0;3;3;0;0;1;0;2
MoccaSin to go;1;2;1;0;3;1;0;0;1;0;0;1;0;0;1;0;0;1;2;4;0;0;0;0;0;0;1;0;0;0;0
Muffin bring in;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Muffin here;27;31;24;31;42;42;42;43;35;26;39;31;19;20;21;27;24;20;36;31;20;19;15;17;35;49;25;29;17;21;20
Muffin to go;8;12;10;22;23;13;14;7;9;6;10;18;14;2;11;32;13;11;16;31;12;13;20;11;22;8;10;7;7;7;15
M¸sli here;0;2;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0
M¸sli to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;1;0;0;0;0;0;0;0;1;0;0
Nebenprodukte MoccaSin Chocolate white to go;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nebenprodukte Sirup groﬂ here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Nebenprodukte Sirup groﬂ to go;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Preis here;1;0;1;0;3;0;1;0;1;0;2;0;0;1;0;0;1;0;1;1;1;0;0;1;1;2;1;8;1;2;1
Preis to go;0;0;0;1;3;0;0;2;0;1;1;2;0;1;2;0;0;2;3;0;0;1;0;0;0;0;0;3;2;0;1
Shake here;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Smoothie boost to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Smoothie plain here;2;1;14;9;6;2;9;6;7;7;5;13;3;4;5;3;5;3;7;2;6;2;9;6;6;13;4;6;5;11;3
Smoothie plain to go;3;3;2;6;7;1;7;3;6;4;0;20;5;4;12;2;0;3;4;9;2;8;5;11;17;6;7;6;14;5;0
Softdrink Bionade here;0;2;0;5;1;0;2;1;1;1;1;3;2;1;0;3;0;1;5;3;0;4;2;1;2;8;3;1;3;3;0
Softdrink Bionade to go;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;1;0;0;1;0;0;0;1;0;0
Softdrink Bottle AFG here;1;4;3;3;7;4;5;5;4;1;3;5;8;6;3;4;3;1;10;5;10;3;6;6;2;18;5;6;4;9;6
Softdrink Bottle AFG to go;0;0;0;1;3;0;1;2;0;1;0;0;0;0;2;1;0;0;3;2;0;0;2;5;4;1;0;1;1;1;0
Softdrink Wasser here;1;3;0;1;7;5;1;1;1;2;1;9;3;0;2;2;0;3;9;3;2;1;0;3;3;6;1;1;0;1;1
Softdrink Wasser to go;0;0;0;0;4;0;0;3;0;0;0;4;1;0;1;1;0;0;0;0;0;0;0;0;3;1;0;1;1;0;1
Special Latte Chocolate Latte here;5;3;4;3;2;1;1;0;4;1;2;3;0;3;2;1;3;3;1;0;1;0;2;3;2;7;2;3;1;1;5
Special Latte Chocolate Latte to go;0;0;0;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0
Special Latte Latte Caramel here;5;17;13;9;9;13;10;8;9;10;5;7;5;6;6;7;9;10;11;3;6;3;6;9;4;17;9;14;3;5;11
Special Latte Latte Caramel to go;3;6;1;4;8;0;3;2;1;2;2;5;1;0;6;4;0;0;5;7;5;4;5;4;1;4;4;3;1;0;4
Special Latte Tiramisu Latte here;0;1;1;2;1;1;4;0;1;1;0;3;2;0;0;0;0;1;2;3;1;0;0;0;0;1;5;0;0;0;0
Special Latte Tiramisu Latte to go;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;2;0;0;0;0;0;1
Special Latte White Banana Chocolate here;3;3;3;2;1;4;3;4;3;0;3;1;4;2;0;1;4;1;1;0;2;0;0;0;4;2;1;2;1;2;3
Special Latte White Banana Chocolate to go;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;3;2;0;0;2;0;1;1;1;0;0;0