 Datum,01.05.11,02.05.11,03.05.11,04.05.11,05.05.11,06.05.11,07.05.11,08.05.11,09.05.11,10.05.11,11.05.11,12.05.11,13.05.11,14.05.11,15.05.11,16.05.11,17.05.11,18.05.11,19.05.11,20.05.11,21.05.11,22.05.11,23.05.11,24.05.11,25.05.11,26.05.11,27.05.11,28.05.11,29.05.11,30.05.11,31.05.11
Milk klein  here,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Milk klein  to go,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mocca groﬂ black here,1,2,1,1,0,3,2,1,0,1,2,2,1,0,2,1,1,0,0,0,2,0,2,0,0,1,2,3,0,0,3
Mocca groﬂ black to go,1,2,2,0,1,1,4,0,1,0,2,3,2,3,0,2,2,1,1,2,1,0,1,0,2,2,2,1,0,4,1
Mocca groﬂ white here,1,1,2,0,3,1,2,3,0,0,0,1,0,2,2,8,2,4,1,0,1,3,2,0,0,2,3,4,0,0,1
Mocca groﬂ white to go,1,4,1,2,2,1,3,2,4,1,1,2,0,3,4,1,1,2,1,4,1,0,1,4,4,0,2,1,2,2,2
Mocca klein black here,1,2,2,1,3,1,0,0,1,0,1,1,1,4,3,1,1,1,2,1,0,0,0,1,0,2,7,1,0,0,0
Mocca klein black to go,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2
Mocca klein white here,4,1,2,8,3,2,1,1,1,0,0,4,2,1,0,1,2,2,1,2,0,0,1,2,0,0,2,0,0,1,5
Mocca klein white to go,1,2,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,3,0,0,3
MoccaSin here,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,3,0,0,1,0,1,0,0,0,0,1,0,1
MoccaSin to go,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Muffin here,18,27,21,17,11,13,26,4,10,12,10,17,10,27,30,26,23,23,23,18,18,5,12,14,28,23,29,19,10,15,23
Muffin to go,4,5,10,16,13,10,5,8,7,9,4,13,9,9,7,6,7,6,5,13,7,9,8,10,11,9,10,7,11,5,9
M¸sli here,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
M¸sli to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Nebenprodukte Sirup groﬂ to go,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Preis here,1,2,0,0,5,1,2,0,2,1,0,0,1,18,1,1,0,0,0,2,2,1,0,0,0,2,2,3,1,0,0
Preis to go,0,2,2,2,0,2,1,0,6,0,1,0,1,5,0,0,0,2,1,2,1,1,2,0,1,1,4,0,9,1,5
Shake here,3,8,5,3,1,13,19,4,8,2,4,13,8,9,3,3,2,8,10,10,13,5,3,3,6,2,1,11,1,6,4
Shake to go,4,3,0,0,1,6,6,5,7,1,13,6,2,4,0,0,0,4,6,7,6,7,3,6,11,1,4,6,1,4,0
Smoothie plain here,10,12,4,14,6,12,22,9,16,8,18,13,6,17,7,5,7,15,14,14,33,14,7,12,11,7,6,12,11,14,6
Smoothie plain to go,12,2,3,5,14,14,49,31,12,11,15,10,8,10,1,3,7,23,16,17,27,25,21,15,10,9,4,21,20,22,2
Softdrink Bionade here,3,0,2,1,1,2,4,3,3,0,5,1,3,3,0,3,1,5,3,0,3,3,1,1,4,2,1,0,1,3,0
Softdrink Bionade to go,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0
Softdrink Bottle AFG here,7,4,1,6,5,7,11,5,2,3,2,2,4,14,4,3,2,4,3,3,10,4,4,4,2,7,3,7,5,3,2
Softdrink Bottle AFG to go,1,0,0,3,0,0,11,7,4,0,0,1,2,0,0,1,4,5,2,2,4,3,1,3,1,2,1,0,1,1,0
Softdrink Wasser here,2,3,1,2,2,3,4,3,4,0,2,1,2,2,2,6,0,0,2,0,5,2,1,1,1,2,1,3,3,1,4
Softdrink Wasser to go,1,0,0,0,0,1,6,1,4,0,1,0,1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,0
Special Latte Chocolate Latte here,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Special Latte Chocolate Latte to go,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Special Latte Latte Caramel here,1,9,3,6,7,6,4,2,2,7,7,6,2,10,4,7,5,0,3,3,4,1,4,0,0,8,12,4,0,3,5
Special Latte Latte Caramel to go,2,3,1,4,4,0,1,0,0,1,0,0,2,2,0,2,2,0,3,1,0,1,1,1,0,2,0,0,1,1,0
Special Latte Tiramisu Latte here,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte Tiramisu Latte to go,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special Latte White Banana Chocolate here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tea here,0,2,2,3,0,0,4,1,1,2,3,1,2,6,5,3,5,1,3,3,4,2,1,1,3,1,7,4,1,4,4
Tea to go,2,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,1,2,0,0
